"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TopologicalCoefficient","Type(s)"
"23370","6.28934251","3.9836E-4","4","4","0.15899913","0.16666667","","15","sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)","4.67E-10","-0.855","7.44E-11","6443","false","Plasma Membrane","SGCB","8.25","4","4","","4","0","0","0.75957534","true","0","SGCB","52764","","0.26724138","other"
"23371","6.21623546","4.762E-5","CHR_HSCHR22_1_CTG7",,"0.16086907","0.0","","16","D-dopachrome tautomerase","1.0","0.064","1.0","1652","false","Cytoplasm","DDT","7.5","2","22","","2","0","0","0.76289839","true","0","DDT","9750","","0.54166667","enzyme"
"23372","6.6961785","8.349E-5","16",,"0.14933891","0.0","","15","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A","1.0","-0.18","1.0","55308","false","Nucleus","DDX19A","4.0","2","16","","2","0","0","0.7410828","true","0","DDX19A","8114","","0.5","enzyme"
"23373","6.76643722","1.8314E-4","11",,"0.14778826","0.0","","14","flap structure-specific endonuclease 1","1.06E-35","0.822","7.57E-37","2237","false","Nucleus","FEN1","5.33333333","6","11","","3","0","0","0.73788922","true","0","FEN1","19156","","0.33333333","enzyme"
"23374","5.76240209","0.00198737","16",,"0.17353874","0.0","","15","proteasome (prosome, macropain) 26S subunit, non-ATPase, 7","1.0","0.126","1.0","5713","false","Cytoplasm","PSMD7","7.2","5","16","","5","0","0","0.78352718","true","0","PSMD7","254464","","0.20666667","other"
"23375","1.7037037","0.09450877","1",,"0.58695652","0.58181818","","3","DEAD (Asp-Glu-Ala-Asp) box polypeptide 20","1.0","0.129","1.0","11218","false","Nucleus","DDX20","9.54545455","11","1","","11","0","0","0.85925926","true","0","DDX20","348","","0.39772727","transcription regulator"
"23376","1.0","0.0","4",,"1.0","0.0","","1","methyltransferase like 14","1.0","-0.11","1.0","57721","false","Nucleus","METTL14","1.0","1","4","","1","0","0","1.0","true","0","METTL14","0","","0.0","enzyme"
"23377","6.79349632","0.0","13","13","0.14719961","0.0","","16","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1","1.0","0.362","0.998","6541","false","Plasma Membrane","SLC7A1","11.0","1","13","","1","0","0","0.73665926","true","0","SLC7A1","0","","0.0","transporter"
"23378","6.77877997","8.0E-8","10","10","0.14751917","0.0","","16","nucleolar and coiled-body phosphoprotein 1","1.0","0.342","1.0","9221","false","Nucleus","NOLC1","7.5","8","10","","2","0","0","0.73732818","true","0","NOLC1","4","","0.59090909","transcription regulator"
"23379","6.03940185","4.7938E-4","20",,"0.16557931","0.33333333","","16","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2","1.0","-0.527","0.339","4773","false","Nucleus","NFATC2","11.75","4","20","","4","0","0","0.77093628","true","0","NFATC2","61186","","0.30263158","transcription regulator"
"23380","5.47116069","0.00579018","17",,"0.18277657","0.08888889","","14","DEAD (Asp-Glu-Ala-Asp) box helicase 42","1.0","0.064","1.0","11325","false","Cytoplasm","DDX42","9.1","9","17","","10","0","0","0.79676542","true","0","DDX42","825262","","0.13650794","enzyme"
"23381","5.29456444","0.0065492","1",,"0.18887295","0.0","","14","SYF2 pre-mRNA-splicing factor","1.0","-0.258","1.0","25949","false","Nucleus","SYF2","17.8","5","1","","5","0","0","0.80479253","true","0","SYF2","1552452","","0.224","other"
"23382","10.18181818","0.0","X","0","0.09821429","0.0","","19","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B","1.65E-28","-1.173","1.4E-29","203522","false","Nucleus","DDX26B","4.0","1","X","","1","0","0","0.58264463","true","0","DDX26B","0","","0.0","other"
"23383","9.18205554","0.00142383","1",,"0.10890808","0.0","cytosolic phospholipase A2 inhibitor, quinacrine","18","phospholipase A2, group IVA (cytosolic, calcium-dependent)","3.27E-27","-1.412","2.89E-28","5321","false","Cytoplasm","PLA2G4A","1.75","4","1","","4","0","0","0.62808838","true","0","PLA2G4A","203808","","0.25","enzyme"
"23384","5.60360788","0.00221742","CHR_HSCHR19LRC_COX1_CTG3_1",,"0.17845646","0.30909091","","14","leukocyte receptor cluster (LRC) member 1","1.0","0.153","1.0","79165","false","Other","LENG1","21.36363636","11","19","","11","0","0","0.7907451","true","0","LENG1","478744","","0.18825422","other"
"23385","6.24258248","7.04E-4","X",,"0.16019011","0.0","","15","WW domain binding protein 5","1.0","-0.163","1.0","51186","false","Other","WBP5","5.0","2","X","","3","0","0","0.7617008","true","0","WBP5","116772","","0.36363636","other"
"23386","5.94018514","0.0","X",,"0.16834492","0.0","","15","DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked","1.0","-0.49","0.659","1654","false","Cytoplasm","DDX3X","33.0","1","X","","1","0","0","0.77544613","true","0","DDX3X","0","","0.0","enzyme"
"23387","6.47044861","4.7472E-4","1",,"0.15454879","0.0","","15","kelch domain containing 9","1.0","0.416","0.838","126823","false","Other","KLHDC9","5.5","2","1","","2","0","0","0.75134324","true","0","KLHDC9","68350","","0.5","other"
"23388","5.35010681","0.00802292","11",,"0.18691216","0.13333333","","15","family with sequence similarity 160, member A2","1.0","-0.348","1.0","84067","false","Cytoplasm","FAM160A2","20.16666667","16","11","","6","0","0","0.80226787","true","0","FAM160A2","1675282","","0.18888889","other"
"23389","5.42985996","0.00345576","17",,"0.18416681","0.0","","15","signal recognition particle 68kDa","1.0","0.061","1.0","6730","false","Nucleus","SRP68","9.0","20","17","","6","0","0","0.79864273","true","0","SRP68","383988","","0.17021277","other"
"23390","1.0","0.0","5",,"1.0","0.0","","1","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46","1.0","0.226","1.0","9879","false","Nucleus","DDX46","1.0","1","5","","1","0","0","1.0","true","0","DDX46","0","","0.0","enzyme"
"23391","1.0","0.0","2",,"1.0","0.0","","1","PRP40 pre-mRNA processing factor 40 homolog A","1.0","0.485","0.656","55660","false","Nucleus","PRPF40A","1.0","1","2","","1","0","0","1.0","true","0","PRPF40A","0","","0.0","other"
"23392","5.89698552","0.00101125","10",,"0.16957817","0.0","","16","interferon-induced protein with tetratricopeptide repeats 2","1.0","0.455","0.821","3433","false","Cytoplasm","IFIT2","22.33333333","4","10","","3","0","0","0.77740975","true","0","IFIT2","210002","","0.34972678","other"
"23393","8.52836459","0.00113937","4",,"0.11725578","0.0","","17","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","6.28E-7","0.816","1.16E-7","55601","false","Cytoplasm","DDX60","2.2","1","4","","5","0","0","0.65780161","true","0","DDX60","425558","","0.24","enzyme"
"23394","7.53501068","8.0422E-4","3",,"0.13271381","0.0","","16","phospholipid scramblase 1","1.0","0.12","1.0","5359","false","Plasma Membrane","PLSCR1","5.5","2","3","","2","0","0","0.70295406","true","0","PLSCR1","283606","","0.5625","enzyme"
"23395","9.52314265","3.65E-6","17",,"0.10500735","0.5","","18","XIAP associated factor 1","1.0","-0.127","1.0","54739","false","Nucleus","XAF1","6.5","4","17","","4","0","0","0.61258442","true","0","XAF1","162","","0.48076923","other"
"23396","9.52812723","0.0","14","14","0.10495242","0.0","","18","interferon, alpha-inducible protein 27","0.0877","0.663","0.0243","3429","false","Cytoplasm","IFI27","5.0","1","14","","1","0","0","0.61235785","true","0","IFI27","0","","0.0","other"
"23397","7.5331118","0.00127779","CHR_HSCHR11_1_CTG8",,"0.13274727","0.0","","16","interferon regulatory factor 7","6.61E-5","0.655","1.39E-5","3665","false","Nucleus","IRF7","4.66666667","3","11","","3","0","0","0.70304037","true","0","IRF7","354522","","0.36666667","transcription regulator"
"23398","9.52812723","0.0","17",,"0.10495242","0.0","","18","interferon-induced protein 35","1.0","0.362","1.0","3430","false","Nucleus","IFI35","5.0","1","17","","1","0","0","0.61235785","true","0","IFI35","0","","0.0","other"
"23399","6.32779492","3.351E-5","1","1","0.15803293","0.0","","15","pleckstrin homology domain containing, family A member 6","1.0","0.451","0.776","22874","false","Other","PLEKHA6","5.0","2","1","","2","0","0","0.7578275","true","0","PLEKHA6","10168","","0.5","other"
"23400","1.66666667","0.0","1",,"0.6","0.0","","2","delta(4)-desaturase, sphingolipid 1","1.0","0.065","1.0","8560","false","Plasma Membrane","DEGS1","3.0","1","1","","1","0","0","0.66666667","true","0","DEGS1","0","","0.0","enzyme"
"23401","1.5","0.0","19",,"0.66666667","0.0","","2","zinc finger protein 493","1.0","-0.351","0.998","284443","false","Nucleus","ZNF493","2.0","1","19","","1","0","0","0.75","true","0","ZNF493","0","","0.0","other"
"23402","1.0","0.0","6",,"1.0","0.0","","1","DEK proto-oncogene","1.0","0.145","1.0","7913","false","Nucleus","DEK","1.0","1","6","","1","0","0","1.0","true","0","DEK","0","","0.0","transcription regulator"
"23403","1.0","0.0","1",,"1.0","0.0","CWP232291","1","KH domain containing, RNA binding, signal transduction associated 1","1.0","0.258","1.0","10657","false","Nucleus","KHDRBS1","1.0","1","1","","1","0","0","1.0","true","0","KHDRBS1","0","","0.0","transcription regulator"
"23404","6.61333966","0.00150098","7","7","0.15120953","0.21428571","","13","DENN/MADD domain containing 2A","4.09E-69","-1.334","1.46E-70","27147","false","Other","DENND2A","13.0","8","7","","8","0","0","0.7448482","true","0","DENND2A","343010","","0.22727273","other"
"23405","7.6131023","0.0","17",,"0.1313525","0.0","","14","meteorin, glial cell differentiation regulator-like","1.0","-0.12","1.0","284207","false","Cytoplasm","METRNL","8.0","1","17","","1","0","0","0.69940444","true","0","METRNL","0","","0.0","other"
"23406","7.6131023","0.0","6","6","0.1313525","0.0","","14","laminin, alpha 2","1.06E-52","-1.463","5.3E-54","3908","false","Extracellular Space","LAMA2","8.0","1","6","","1","0","0","0.69940444","true","0","LAMA2","0","","0.0","other"
"23407","7.6131023","0.0","14",,"0.1313525","0.0","","14","papilin, proteoglycan-like sulfated glycoprotein","1.1E-15","-0.903","1.4E-16","89932","false","Extracellular Space","PAPLN","8.0","1","14","","1","0","0","0.69940444","true","0","PAPLN","0","","0.0","other"
"23408","9.31996202","0.0","1",,"0.10729657","0.0","","18","DENN/MADD domain containing 2C","1.0","-0.14","1.0","163259","false","Other","DENND2C","2.0","2","1","","1","0","0","0.62181991","true","0","DENND2C","0","","0.0","other"
"23409","8.32019938","4.7472E-4","11",,"0.12018943","0.0","","17","single-pass membrane protein with coiled-coil domains 4","1.0","0.113","1.0","56935","false","Other","SMCO4","1.5","2","11","","2","0","0","0.66726366","true","0","SMCO4","78344","","0.5","other"
"23410","5.67718965","0.00260847","1",,"0.17614349","0.0","","14","DENN/MADD domain containing 2D","1.0","0.45","0.861","79961","false","Cytoplasm","DENND2D","6.2","5","1","","5","0","0","0.78740047","true","0","DENND2D","273520","","0.2","other"
"23411","5.81746974","0.00466217","4",,"0.17189604","0.2","","15","La ribonucleoprotein domain family, member 7","1.0","-0.067","1.0","51574","false","Nucleus","LARP7","8.16666667","6","4","","6","0","0","0.7810241","true","0","LARP7","540246","","0.19583333","other"
"23412","6.54711607","1.5856E-4","1",,"0.15273901","0.0","","14","protein tyrosine phosphatase, receptor type, F","1.0","0.018","1.0","5792","false","Plasma Membrane","PTPRF","4.0","2","1","","2","0","0","0.74785836","true","0","PTPRF","11752","","0.5","phosphatase"
"23413","7.16259198","0.0","8","8","0.13961426","0.0","","15","frizzled class receptor 3","1.0","0.516","0.41","7976","false","Plasma Membrane","FZD3","4.0","1","8","","1","0","0","0.71988218","true","0","FZD3","0","","0.0","G-protein coupled receptor"
"23414","6.4723475","0.00115291","2",,"0.15450345","0.0","","15","ribulose-5-phosphate-3-epimerase","1.0","0.378","1.0","6120","false","Cytoplasm","RPE","3.75","1","2","","4","0","0","0.75125693","true","0","RPE","107150","","0.25","enzyme"
"23415","6.39662948","0.0","12",,"0.15633233","0.0","","16","DENN/MADD domain containing 5B","1.0","-0.305","1.0","160518","false","Other","DENND5B","4.0","1","12","","1","0","0","0.75469866","true","0","DENND5B","0","","0.0","other"
"23416","9.10586281","0.0","14",,"0.10981936","0.0","","19","NRDE-2, necessary for RNA interference, domain containing","1.0","-0.213","1.0","55051","false","Other","NRDE2","2.0","1","14","","1","0","0","0.63155169","true","0","NRDE2","0","","0.0","other"
"23417","6.79753145","0.0","8",,"0.14711223","0.0","","14","DEP domain containing MTOR-interacting protein","1.0","-0.051","1.0","64798","false","Cytoplasm","DEPTOR","7.0","1","8","","1","0","0","0.73647584","true","0","DEPTOR","0","","0.0","other"
"23418","5.79776881","0.00252937","6",,"0.17248014","0.04761905","","13","tumor necrosis factor receptor superfamily, member 21","3.23E-4","-0.805","7.1E-5","27242","false","Plasma Membrane","TNFRSF21","6.28571429","7","6","","7","0","0","0.7819196","true","0","TNFRSF21","384770","","0.17410714","transmembrane receptor"
"23419","3.7804878","0.0","12",,"0.26451613","0.0","","5","deoxyribose-phosphate aldolase (putative)","1.0","0.252","1.0","51071","false","Cytoplasm","DERA","3.0","1","12","","1","0","0","0.44390244","true","0","DERA","0","","0.0","enzyme"
"23420","1.0","0.0","10",,"1.0","0.0","","1","ligand dependent nuclear receptor corepressor","1.0","0.31","1.0","84458","false","Nucleus","LCOR","1.0","1","10","","1","0","0","1.0","true","0","LCOR","0","","0.0","transcription regulator"
"23421","2.1875","0.0","12",,"0.45714286","1.0","","3","FK506 binding protein 11, 19 kDa","1.0","0.292","1.0","51303","false","Cytoplasm","FKBP11","9.5","2","12","","2","0","0","0.60416667","true","0","FKBP11","0","","0.86363636","enzyme"
"23422","2.25","0.0","4",,"0.44444444","0.0","","3","sel-1 suppressor of lin-12-like 3 (C. elegans)","1.0","-0.006","1.0","23231","false","Nucleus","SEL1L3","11.0","1","4","","1","0","0","0.58333333","true","0","SEL1L3","0","","0.0","other"
"23423","1.0","0.0","22","22","1.0","0.0","","1","DGCR8 microprocessor complex subunit","1.0","-0.105","1.0","54487","false","Nucleus","DGCR8","1.0","1","22","","1","0","0","1.0","true","0","DGCR8","0","","0.0","enzyme"
"23424","1.0","0.0","22",,"1.0","0.0","","1","leucine zipper, down-regulated in cancer 1-like","1.0","-0.202","1.0","84247","false","Other","LDOC1L","1.0","1","22","","1","0","0","1.0","true","0","LDOC1L","0","","0.0","other"
"23425","1.0","1.0","7",,"1.0","0.0","","1","diacylglycerol kinase, beta 90kDa","0.112","0.547","0.0316","1607","false","Cytoplasm","DGKB","1.0","2","7","","2","0","0","1.0","true","0","DGKB","2","","0.0","kinase"
"23426","1.0","0.0","Y",,"1.0","0.0","","1","protocadherin 11 Y-linked","2.02E-4","0.592","4.39E-5","83259","false","Other","PCDH11Y","1.0","1","Y","","1","0","0","1.0","true","0","PCDH11Y","0","","0.0","other"
"23427","1.5","0.0","2",,"0.66666667","0.0","","2","membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)","1.0","-0.21","1.0","58538","false","Cytoplasm","MPP4","2.0","1","2","","1","0","0","0.75","true","0","MPP4","0","","0.0","kinase"
"23428","7.0968431","4.7472E-4","10",,"0.14090772","0.33333333","","16","NHL repeat containing 2","1.0","-0.08","1.0","374354","false","Other","NHLRC2","12.0","2","10","","3","0","0","0.72287077","true","0","NHLRC2","77550","","0.46666667","enzyme"
"23429","7.88321861","0.0","18",,"0.12685174","0.0","","17","dymeclin","1.0","0.296","1.0","54808","false","Cytoplasm","DYM","12.0","27","18","","1","0","0","0.68712643","true","0","DYM","0","","0.0","other"
"23430","6.80512699","0.0","7","7","0.14694803","0.0","","14","diacylglycerol kinase, iota","1.0","-0.242","0.999","9162","false","Cytoplasm","DGKI","12.0","1","7","","1","0","0","0.73613059","true","0","DGKI","0","","0.0","kinase"
"23431","6.58628056","0.0","11",,"0.15183076","0.0","","14","7-dehydrocholesterol reductase","0.00152","0.749","3.5E-4","1717","false","Cytoplasm","DHCR7","11.0","1","11","","1","0","0","0.74607816","true","0","DHCR7","0","","0.0","enzyme"
"23432","6.50534061","0.0","3",,"0.15371985","0.0","","14","interleukin 17 receptor C","1.0","0.035","1.0","84818","false","Plasma Membrane","IL17RC","20.0","1","3","","1","0","0","0.74975724","true","0","IL17RC","0","","0.0","transmembrane receptor"
"23433","5.83099929","6.509E-5","10",,"0.17149719","0.47222222","","14","heat shock 70kDa protein 12A","7.91E-23","-1.128","8.0E-24","259217","false","Cytoplasm","HSPA12A","19.22222222","9","10","","9","0","0","0.78040912","true","0","HSPA12A","25734","","0.24027778","other"
"23434","5.89508664","7.233E-5","22",,"0.16963279","0.5","","13","phosphatidylserine decarboxylase","1.0","-0.481","0.635","23761","false","Cytoplasm","PISD","17.0","5","22","","5","0","0","0.77749606","true","0","PISD","23802","","0.30357143","enzyme"
"23435","6.22430572","5.7098E-4","9",,"0.16066049","0.3","","13","VLDLR antisense RNA 1","0.42","-0.567","0.129","401491","false","Other","VLDLR-AS1","10.4","1","9","","5","0","0","0.76253156","true","0","VLDLR-AS1","98536","","0.28333333","other"
"23436","6.47377166","1.282E-5","5","5","0.15446946","0.33333333","","14","integrin, alpha 1","1.0","-0.483","0.676","3672","false","Plasma Membrane","ITGA1","8.25","4","5","","4","0","0","0.7511922","true","0","ITGA1","1288","","0.2962963","other"
"23437","5.86185616","0.00144793","20",,"0.17059443","0.28888889","","13","prostate transmembrane protein, androgen induced 1","1.0","0.183","1.0","56937","false","Plasma Membrane","PMEPA1","13.1","10","20","","10","0","0","0.77900654","true","0","PMEPA1","291994","","0.17916667","other"
"23438","6.38784714","5.0E-7","7","7","0.15654727","0.0","","14","leucine rich repeat neuronal 3","1.14E-45","-1.936","6.53E-47","54674","false","Extracellular Space","LRRN3","14.5","2","7","","2","0","0","0.75509786","true","0","LRRN3","100","","0.58695652","other"
"23439","5.99833848","1.2866E-4","16","16","0.16671283","0.4","","14","thymidine kinase 2, mitochondrial","7.39E-31","-0.87","5.89E-32","7084","false","Cytoplasm","TK2","13.6","5","16","","5","0","0","0.7728028","true","0","TK2","22178","","0.29130435","kinase"
"23440","7.41941609","0.0","13",,"0.1347815","1.0","","16","dehydrogenase/reductase (SDR family) member 12","9.77E-9","-0.761","1.66E-9","79758","false","Nucleus","DHRS12","5.5","2","13","","2","0","0","0.70820836","true","0","DHRS12","0","","0.61111111","other"
"23441","6.65179207","0.00285589","13",,"0.15033543","0.16666667","","15","excision repair cross-complementation group 5","1.0","-0.317","1.0","2073","false","Nucleus","ERCC5","5.5","14","13","","4","0","0","0.74310036","true","0","ERCC5","472992","","0.27777778","enzyme"
"23442","8.71635414","0.0","17","17","0.11472687","0.0","","18","dehydrogenase/reductase (SDR family) member 13","0.0215","0.621","0.00551","147015","false","Other","DHRS13","2.0","5","17","","1","0","0","0.64925663","true","0","DHRS13","0","","0.0","enzyme"
"23443","7.7165915","4.7472E-4","17",,"0.1295909","0.0","","17","G protein-coupled receptor kinase interacting ArfGAP 1","1.0","0.024","1.0","28964","false","Nucleus","GIT1","3.0","15","17","","2","0","0","0.69470039","true","0","GIT1","64620","","0.5","kinase"
"23444","5.56729172","4.6015E-4","17","17","0.17962055","0.16666667","","14","inositol polyphosphate-5-phosphatase K","2.27E-6","-0.698","4.35E-7","51763","false","Cytoplasm","INPP5K","17.0","25","17","","4","0","0","0.79239583","true","0","INPP5K","79212","","0.28947368","phosphatase"
"23445","6.55566105","0.00240859","3",,"0.15253992","0.0","","15","DEAH (Asp-Glu-Ala-His) box helicase 30","1.0","0.17","1.0","22907","false","Nucleus","DHX30","3.75","18","3","","4","0","0","0.74746995","true","0","DHX30","335100","","0.25","enzyme"
"23446","5.95442677","0.00487318","13",,"0.16794228","0.07142857","","16","mitochondrial ribosomal protein S31","1.0","-0.335","1.0","10240","false","Cytoplasm","MRPS31","7.75","1","13","","8","0","0","0.77479878","true","0","MRPS31","895252","","0.15159574","other"
"23447","7.55494897","4.7472E-4","15",,"0.13236357","0.0","lamivudine/nelfinavir/stavudine, lamivudine/stavudine, lamivudine/nevirapine/stavudine, stavudine, vidarabine, zalcitabine","16","polymerase (DNA directed), gamma","1.0","-0.164","1.0","5428","false","Cytoplasm","POLG","2.5","2","15","","2","0","0","0.70204777","true","0","POLG","67120","","0.5","enzyme"
"23448","7.55542369","0.0","16",,"0.13235525","0.0","","16","zinc finger protein 598","1.0","0.272","1.0","90850","false","Extracellular Space","ZNF598","4.0","2","16","","1","0","0","0.7020262","true","0","ZNF598","0","","0.0","other"
"23449","6.71208165","1.0033E-4","1",,"0.14898508","0.0","","15","solute carrier family 39 (zinc transporter), member 1","1.0","0.379","1.0","27173","false","Plasma Membrane","SLC39A1","6.0","2","1","","2","0","0","0.74035992","true","0","SLC39A1","8172","","0.5","transporter"
"23450","6.83337289","0.0","20",,"0.14634062","0.0","","15","NOP56 ribonucleoprotein","1.0","0.359","1.0","10528","false","Nucleus","NOP56","8.0","19","20","","1","0","0","0.73484669","true","0","NOP56","0","","0.0","other"
"23451","6.49750771","6.192E-5","3",,"0.15390517","0.0","","15","hematopoietic cell-specific Lyn substrate 1","1.0","0.032","1.0","3059","false","Nucleus","HCLS1","7.5","2","3","","2","0","0","0.75011329","true","0","HCLS1","4938","","0.5","other"
"23452","6.92285782","0.0","5",,"0.14444902","0.0","","14","diaphanous-related formin 1","1.0","0.506","0.432","1729","false","Plasma Membrane","DIAPH1","8.0","1","5","","1","0","0","0.73077919","true","0","DIAPH1","0","","0.0","other"
"23453","7.45169713","0.00237203","20","20","0.13419762","0.0","","16","death inducer-obliterator 1","1.0","0.046","1.0","11083","false","Nucleus","DIDO1","2.0","10","20","","3","0","0","0.70674104","true","0","DIDO1","331262","","0.33333333","other"
"23454","8.45051033","9.4922E-4","7",,"0.11833605","0.0","","17","transforming growth factor beta regulator 4","1.0","0.347","1.0","9238","false","Cytoplasm","TBRG4","2.5","7","7","","2","0","0","0.66134044","true","0","TBRG4","132512","","0.5","other"
"23455","8.45098505","4.7472E-4","13",,"0.1183294","0.0","","17","GPALPP motifs containing 1","1.0","-0.171","1.0","55425","false","Other","GPALPP1","2.0","7","13","","2","0","0","0.66131886","true","0","GPALPP1","66258","","0.5","other"
"23456","6.45430809","0.00284495","20",,"0.15493528","0.0","","15","DnaJ (Hsp40) homolog, subfamily C, member 5","1.0","0.238","1.0","80331","false","Plasma Membrane","DNAJC5","8.5","6","20","","2","0","0","0.7520769","true","0","DNAJC5","397488","","0.5","other"
"23457","6.75361975","8.3221E-4","1",,"0.14806874","0.0","","15","digestive organ expansion factor homolog (zebrafish)","1.0","0.247","1.0","27042","false","Nucleus","DIEXF","2.0","3","1","","3","0","0","0.73847183","true","0","DIEXF","103936","","0.33333333","other"
"23458","7.75338239","0.0","14",,"0.12897597","0.0","","16","tRNA methyltransferase 5","1.0","-0.15","1.0","57570","false","Other","TRMT5","3.0","1","14","","1","0","0","0.69302807","true","0","TRMT5","0","","0.0","other"
"23459","7.05411821","0.00135305","3",,"0.14176116","0.16666667","","14","protein tyrosine phosphatase, non-receptor type 23","1.0","0.102","1.0","25930","false","Cytoplasm","PTPN23","4.5","4","3","","4","0","0","0.72481281","true","0","PTPN23","135172","","0.28571429","phosphatase"
"23460","7.93686209","0.0","9","9","0.12599438","0.0","","16","family with sequence similarity 102, member A","3.97E-18","0.911","4.7E-19","399665","false","Other","FAM102A","7.0","1","9","","1","0","0","0.68468809","true","0","FAM102A","0","","0.0","other"
"23461","5.53097555","0.0","15",,"0.18079993","1.0","","14","DIS3 like exosome 3'-5' exoribonuclease","1.0","-0.274","1.0","115752","false","Cytoplasm","DIS3L","24.0","2","15","","2","0","0","0.79404657","true","0","DIS3L","0","","0.55813953","enzyme"
"23462","8.0529314","9.4933E-4","X","0","0.12417838","0.0","","16","dyskeratosis congenita 1, dyskerin","1.0","0.451","0.976","1736","false","Nucleus","DKC1","1.33333333","3","X","","3","0","0","0.67941221","true","0","DKC1","132586","","0.33333333","enzyme"
"23463","7.05411821","0.00142349","11",,"0.14176116","0.0","","15","G protein-coupled receptor 137","1.0","0.444","0.934","56834","false","Other","GPR137","3.5","2","11","","2","0","0","0.72481281","true","0","GPR137","198870","","0.5","other"
"23464","9.05269404","0.0","7",,"0.11046435","0.0","","17","pseudouridylate synthase 7 (putative)","0.564","0.537","0.177","54517","false","Other","PUS7","3.0","1","7","","1","0","0","0.63396845","true","0","PUS7","0","","0.0","other"
"23465","9.05269404","0.0","1",,"0.11046435","0.0","","17","MRT4 homolog, ribosome maturation factor","1.0","0.129","1.0","51154","false","Cytoplasm","MRTO4","3.0","1","1","","1","0","0","0.63396845","true","0","MRTO4","0","","0.0","other"
"23466","8.06432471","0.0","11","11","0.12400294","0.0","","18","dickkopf WNT signaling pathway inhibitor 3","4.98E-38","-1.159","3.37E-39","27122","false","Extracellular Space","DKK3","9.0","1","11","","1","0","0","0.67889433","true","0","DKK3","0","","0.0","cytokine"
"23467","6.07120817","0.00106103","11",,"0.16471186","0.0","","16","dihydrolipoamide S-acetyltransferase","1.0","-0.006","1.0","1737","false","Cytoplasm","DLAT","9.2","27","11","","5","0","0","0.76949054","true","0","DLAT","180234","","0.21025641","enzyme"
"23468","7.0709708","0.0","10",,"0.1414233","0.0","","17","Ras association (RalGDS/AF-6) domain family member 4","2.93E-5","-0.696","6.02E-6","83937","false","Other","RASSF4","5.0","1","10","","1","0","0","0.72404678","true","0","RASSF4","0","","0.0","other"
"23469","7.0709708","0.0","11",,"0.1414233","0.0","","17","transmembrane protein 135","1.0","0.026","1.0","65084","false","Cytoplasm","TMEM135","5.0","1","11","","1","0","0","0.72404678","true","0","TMEM135","0","","0.0","other"
"23470","6.1305483","0.0","15",,"0.16311755","0.0","","16","pleckstrin homology domain containing, family O member 2","1.0","-0.459","0.949","80301","false","Cytoplasm","PLEKHO2","25.0","1","15","","1","0","0","0.76679326","true","0","PLEKHO2","0","","0.0","other"
"23471","5.64538334","7.0E-8","2",,"0.17713589","0.9","","15","SFT2 domain containing 3","1.0","0.051","1.0","84826","false","Other","SFT2D3","56.2","5","2","","5","0","0","0.78884621","true","0","SFT2D3","24","","0.45691057","other"
"23472","5.76263945","6.2025E-4","19",,"0.17353159","0.33333333","","15","peroxiredoxin 2","1.0","0.364","1.0","7001","false","Cytoplasm","PRDX2","10.66666667","3","19","","3","0","0","0.78351639","true","0","PRDX2","81174","","0.38271605","enzyme"
"23473","8.7491099","0.0","CHR_HSCHR10_1_CTG4","10","0.11429734","0.0","","18","discs, large homolog 5 (Drosophila)","1.0","0.408","0.936","9231","false","Plasma Membrane","DLG5","2.0","1","10","","1","0","0","0.64776773","true","0","DLG5","0","","0.0","other"
"23474","7.74934726","4.7472E-4","17",,"0.12904313","0.0","","17","myotubularin related protein 4","1.0","0.225","1.0","9110","false","Cytoplasm","MTMR4","2.0","3","17","","2","0","0","0.69321149","true","0","MTMR4","84796","","0.5","phosphatase"
"23475","6.50391645","0.0040209","20",,"0.15375351","0.06666667","","13","discs, large (Drosophila) homolog-associated protein 4","1.0","0.451","0.904","22839","false","Plasma Membrane","DLGAP4","6.0","1","20","","6","0","0","0.74982198","true","0","DLGAP4","500258","","0.17777778","other"
"23476","7.50272965","9.4922E-4","19",,"0.13328482","0.0","","14","fms-related tyrosine kinase 3 ligand","1.0","-0.475","0.797","2323","false","Extracellular Space","FLT3LG","4.0","2","19","","2","0","0","0.70442138","true","0","FLT3LG","125412","","0.5","cytokine"
