"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Column 1","Column 3","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TF","TopologicalCoefficient","Type(s)"
"22214","7.50439117","0.0","9",,"0.13325531","0.0","","","","15","ring finger protein 38","1.0","-0.431","0.973","152006","false","Nucleus","RNF38","3.0","4","9","","1","0","0","0.70434586","true","0","RNF38","0","",,"0.0","enzyme"
"23001","7.845953","0.0","8",,"0.12745424","0.0","","","","17","clusterin","2.95E-4","-0.87","6.47E-5","1191","false","Cytoplasm","CLU","2.0","1","8","","1","0","0","0.68882032","true","0","CLU","0","",,"0.0","other"
"22254","6.84619036","4.7472E-4","8",,"0.14606664","0.0","","","","16","scavenger receptor class A, member 3","3.57E-4","-0.794","7.87E-5","51435","false","Plasma Membrane","SCARA3","2.0","1","8","","2","0","0","0.73426407","true","0","SCARA3","65172","",,"0.5","transmembrane receptor"
"21773","6.33539046","0.00662558","14",,"0.15784347","0.5","","","","16","chymase 1, mast cell","1.32E-51","-3.041","6.72E-53","1215","false","Extracellular Space","CMA1","10.75","1","14","","4","0","0","0.75748225","true","0","CMA1","2106192","",,"0.328125","peptidase"
"23005","7.33183005","1.5779E-4","14",,"0.1363916","0.83333333","","","2-O,3-O-desulfated heparin","17","cathepsin G","1.12E-24","-2.005","1.07E-25","1511","false","Cytoplasm","CTSG","6.0","1","14","","4","0","0","0.71218954","true","0","CTSG","95738","",,"0.54545455","peptidase"
"23006","7.34108711","0.0","12",,"0.13621961","0.0","","","","15","cytidine monophosphate N-acetylneuraminic acid synthetase","1.0","0.506","0.452","55907","false","Nucleus","CMAS","3.0","3","12","","1","0","0","0.71176877","true","0","CMAS","0","",,"0.0","enzyme"
"38774","1.83333333","0.03333333","12",,"0.54545455","0.0","","","","3","pyridine nucleotide-disulphide oxidoreductase domain 1","1.0","0.131","1.0","79912","false","Other","PYROXD1","3.0","2","12","","2","0","0","0.72222222","true","0","PYROXD1","2","",,"0.66666667","other"
"23008","9.52480418","1.5805E-4","2",,"0.10498904","0.66666667","","","","18","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial","2.35E-5","0.766","4.8E-6","129607","false","Cytoplasm","CMPK2","5.75","7","2","","4","0","0","0.6125089","true","0","CMPK2","141826","",,"0.575","kinase"
"23392","5.89698552","0.00101125","10",,"0.16957817","0.0","","","","16","interferon-induced protein with tetratricopeptide repeats 2","1.0","0.455","0.821","3433","false","Cytoplasm","IFIT2","22.33333333","4","10","","3","0","0","0.77740975","true","0","IFIT2","210002","",,"0.34972678","other"
"23011","8.52670306","7.2697E-4","1",,"0.11727862","0.61904762","","","","17","interferon-induced protein 44","0.765","0.537","0.247","10561","false","Cytoplasm","IFI44","5.85714286","2","1","","7","0","0","0.65787713","true","0","IFI44","425492","",,"0.45054945","other"
"23009","8.52717778","6.3197E-4","21",,"0.11727209","0.57142857","","","","17","MX dynamin-like GTPase 1","0.00752","0.701","0.00184","4599","false","Cytoplasm","MX1","5.71428571","5","21","","7","0","0","0.65785556","true","0","MX1","354560","",,"0.43956044","enzyme"
"25176","9.5264657","0.0","12",,"0.10497072","0.0","","","","18","2'-5'-oligoadenylate synthetase-like","3.76E-31","1.22","2.97E-32","8638","false","Cytoplasm","OASL","7.0","4","12","","1","0","0","0.61243338","true","0","OASL","0","",,"0.0","enzyme"
"24365","8.5264657","4.1149E-4","1",,"0.11728189","0.57142857","","","","17","ISG15 ubiquitin-like modifier","2.86E-74","1.857","9.37E-76","9636","false","Extracellular Space","ISG15","5.71428571","7","1","","7","0","0","0.65788792","true","0","ISG15","283686","",,"0.40816327","other"
"23010","10.52338001","0.0","10",,"0.0950265","1.0","","","","19","interferon-induced protein with tetratricopeptide repeats 3","1.0","0.345","1.0","3437","false","Cytoplasm","IFIT3","5.5","7","10","","2","0","0","0.56711909","true","0","IFIT3","0","",,"0.78571429","other"
"23012","9.52385474","7.9128E-4","2",,"0.1049995","0.42857143","","","","18","radical S-adenosyl methionine domain containing 2","2.44E-19","1.138","2.77E-20","91543","false","Cytoplasm","RSAD2","5.0","5","2","","7","0","0","0.61255206","true","0","RSAD2","567338","",,"0.48571429","enzyme"
"38775","2.6","0.0","3",,"0.38461538","0.0","","","","4","CKLF-like MARVEL transmembrane domain containing 6","1.0","0.323","1.0","54918","false","Extracellular Space","CMTM6","2.0","1","3","","1","0","0","0.6","true","0","CMTM6","0","",,"0.0","cytokine"
"23603","1.8","0.4","3",,"0.55555556","0.0","","","","3","dynein, cytoplasmic 1, light intermediate chain 1","1.0","0.501","0.489","51143","false","Cytoplasm","DYNC1LI1","2.0","2","3","","2","0","0","0.8","true","0","DYNC1LI1","8","",,"0.5","other"
"38776","3.21875","0.3891129","3","3","0.31067961","0.0","","","","7","RAB7A, member RAS oncogene family","1.0","0.189","1.0","7879","false","Cytoplasm","RAB7A","3.66666667","3","3","","3","0","0","0.79829545","true","0","RAB7A","404","",,"0.33333333","enzyme"
"22510","2.96875","0.59072581","3",,"0.33684211","0.0","","","","6","CCHC-type zinc finger, nucleic acid binding protein","1.0","-0.196","1.0","7555","false","Nucleus","CNBP","3.0","4","3","","4","0","0","0.82102273","true","0","CNBP","604","","1","0.25","transcription regulator"
"22675","7.68976976","0.0","3",,"0.13004291","0.0","","","","17","transmembrane and coiled-coil domain family 1","1.0","0.452","0.928","23023","false","Other","TMCC1","3.0","1","3","","1","0","0","0.69591956","true","0","TMCC1","0","",,"0.0","other"
"22383","7.17113696","4.7472E-4","3",,"0.1394479","0.0","","","","16","zinc finger protein 148","1.0","0.291","1.0","7707","false","Nucleus","ZNF148","4.0","6","3","","2","0","0","0.71949377","true","0","ZNF148","141034","","1","0.5","transcription regulator"
"38777","3.5625","0.31451613","3",,"0.28070175","0.0","","","","6","5-hydroxymethylcytosine (hmC) binding, ES cell-specific","1.0","0.06","1.0","56941","false","Other","HMCES","3.5","2","3","","2","0","0","0.76704545","true","0","HMCES","312","",,"0.5","other"
"23016","2.85294118","0.0","18",,"0.35051546","0.0","","","","5","CNDP dipeptidase 2 (metallopeptidase M20 family)","1.0","0.288","1.0","55748","false","Cytoplasm","CNDP2","24.0","1","18","","1","0","0","0.69117647","true","0","CNDP2","0","",,"0.0","peptidase"
"38778","3.16666667","0.0","16",,"0.31578947","1.0","","","","4","PAP associated domain containing 5","1.0","0.177","1.0","64282","false","Nucleus","PAPD5","3.0","2","16","","2","0","0","0.45833333","true","0","PAPD5","0","",,"1.0","enzyme"
"38779","3.5","0.0","14",,"0.28571429","0.0","","","","5","cornichon family AMPA receptor auxiliary protein 1","1.0","0.334","1.0","10175","false","Plasma Membrane","CNIH1","2.0","1","14","","1","0","0","0.58333333","true","0","CNIH1","0","",,"0.0","other"
"23316","5.69712794","7.1605E-4","14",,"0.17552704","0.16666667","","","","15","glia maturation factor, beta","1.0","0.395","0.995","2764","false","Cytoplasm","GMFB","8.25","2","14","","4","0","0","0.78649418","true","0","GMFB","76840","",,"0.28703704","growth factor"
"38780","1.66666667","0.0","1",,"0.6","0.0","","","","2","cornichon family AMPA receptor auxiliary protein 4","1.0","0.498","0.513","29097","false","Plasma Membrane","CNIH4","3.0","1","1","","1","0","0","0.66666667","true","0","CNIH4","0","",,"0.0","other"
"38781","1.0","1.0","1","1","1.0","0.0","","","","1","nuclear VCP-like","7.16E-42","1.206","4.41E-43","4931","false","Nucleus","NVL","1.0","3","1","","3","0","0","1.0","true","0","NVL","6","",,"0.0","other"
"24745","6.54616663","7.361E-5","1","1","0.15276116","0.0","","","","15","leiomodin 1 (smooth muscle)","1.51E-170","-2.586","1.1E-172","25802","false","Cytoplasm","LMOD1","5.5","1","1","","2","0","0","0.74790152","true","0","LMOD1","12636","",,"0.5","other"
"38782","1.0","0.0","2","2","1.0","0.0","","","","1","cyclin and CBS domain divalent metal cation transport mediator 4","0.361","0.557","0.109","26504","false","Plasma Membrane","CNNM4","1.0","1","2","","1","0","0","1.0","true","0","CNNM4","0","",,"0.0","transporter"
"38783","1.0","0.0","2",,"1.0","0.0","","","","1","KAT8 regulatory NSL complex subunit 3","1.0","-0.025","1.0","55683","false","Nucleus","KANSL3","1.0","1","2","","1","0","0","1.0","true","0","KANSL3","0","",,"0.0","other"
"38784","1.4","0.8","3",,"0.71428571","0.0","","","","2","CCR4-NOT transcription complex, subunit 10","1.0","0.434","0.983","25904","false","Cytoplasm","CNOT10","1.66666667","3","3","","3","0","0","0.9","true","0","CNOT10","16","",,"0.33333333","other"
"38785","2.2","0.0","3",,"0.45454545","0.0","","","","3","programmed cell death 6 interacting protein","1.0","-0.13","1.0","10015","false","Cytoplasm","PDCD6IP","3.0","1","3","","1","0","0","0.7","true","0","PDCD6IP","0","",,"0.0","other"
"38786","1.0","0.0","16",,"1.0","0.0","","","","1","CCR4-NOT transcription complex, subunit 1","1.0","0.122","1.0","23019","false","Cytoplasm","CNOT1","1.0","1","16","","1","0","0","1.0","true","0","CNOT1","0","",,"0.0","other"
"25591","8.04960836","4.7472E-4","16","16","0.12422965","0.0","","","","16","SET domain containing 6","1.0","-0.163","1.0","79918","false","Nucleus","SETD6","3.0","1","16","","2","0","0","0.67956326","true","0","SETD6","75168","",,"0.5","enzyme"
"22321","6.87467363","0.0","12",,"0.14546145","0.0","","","CGM097, DS-3032b, HDM201, RO5503781","17","MDM2 proto-oncogene, E3 ubiquitin protein ligase","1.0","0.335","0.999","4193","false","Nucleus","MDM2","3.0","3","12","","1","0","0","0.73296938","true","0","MDM2","0","",,"0.0","transcription regulator"
"38787","1.75","0.00808081","12",,"0.57142857","0.83333333","","","","3","Mdm1 nuclear protein","1.0","0.037","1.0","56890","false","Other","MDM1","6.5","4","12","","4","0","0","0.8125","true","0","MDM1","4","",,"0.59090909","other"
"38788","1.75","0.04040404","12","12","0.57142857","0.6","","","","3","RAP1B, member of RAS oncogene family","1.0","-0.003","1.0","5908","false","Cytoplasm","RAP1B","5.2","5","12","","5","0","0","0.8125","true","0","RAP1B","14","",,"0.52","enzyme"
"38789","2.0","0.0","12",,"0.5","1.0","","","","3","TBC1 domain family, member 15","1.0","-0.17","1.0","64786","false","Cytoplasm","TBC1D15","6.0","2","12","","2","0","0","0.75","true","0","TBC1D15","0","",,"0.6","other"
"38790","1.91666667","0.16666667","12",,"0.52173913","0.33333333","","","","3","RAB21, member RAS oncogene family","1.0","0.115","1.0","23011","false","Cytoplasm","RAB21","4.0","3","12","","3","0","0","0.77083333","true","0","RAB21","28","",,"0.40740741","enzyme"
"38791","2.85294118","0.50861557","CHR_HSCHR19LRC_COX1_CTG3_1",,"0.35051546","0.3","","","","6","CCR4-NOT transcription complex, subunit 3","1.0","0.163","1.0","4849","false","Cytoplasm","CNOT3","6.2","5","19","","5","0","0","0.8315508","true","0","CNOT3","2592","",,"0.3875","other"
"38792","2.88235294","0.24509804","19",,"0.34693878","0.53333333","","","","6","FLT3-interacting zinc finger 1","1.0","0.15","1.0","84922","false","Nucleus","FIZ1","5.33333333","6","19","","6","0","0","0.82887701","true","0","FIZ1","1234","",,"0.41025641","other"
"38793","2.88235294","0.2278669","19",,"0.34693878","0.46666667","","","","6","protein phosphatase 6, regulatory subunit 1","0.908","0.517","0.299","22870","false","Cytoplasm","PPP6R1","5.16666667","6","19","","6","0","0","0.82887701","true","0","PPP6R1","1150","",,"0.3974359","other"
"22905","6.22406836","6.231E-5","19",,"0.16066662","0.2","","","","14","pre-mRNA processing factor 31","1.0","0.207","1.0","26121","false","Nucleus","PRPF31","9.8","4","19","","5","0","0","0.76254235","true","0","PRPF31","10850","",,"0.25405405","other"
"38794","2.45901639","0.0","8",,"0.40666667","1.0","","","","4","microtubule associated tumor suppressor 1","0.0365","-0.663","0.00963","57509","false","Extracellular Space","MTUS1","29.5","2","8","","2","0","0","0.70819672","true","0","MTUS1","0","",,"0.89393939","other"
"38795","3.23333333","0.0","17",,"0.30927835","0.0","","","","5","2',3'-cyclic nucleotide 3' phosphodiesterase","1.0","0.185","1.0","1267","false","Cytoplasm","CNP","6.0","1","17","","1","0","0","0.55333333","true","0","CNP","0","",,"0.0","enzyme"
"20431","5.69404225","0.001015","2",,"0.17562216","0.28571429","","","","14","DnaJ (Hsp40) homolog, subfamily B, member 2","1.0","0.065","1.0","3300","false","Nucleus","DNAJB2","19.125","1","2","","8","0","0","0.78663444","true","0","DNAJB2","319580","",,"0.21111111","other"
"24080","6.2057916","4.1346E-4","17",,"0.1611398","0.0","","","epothilone B, colchicine/probenecid, larotaxel, eribulin, davunetide, vintafolide, milataxel, cevipabulin, gemcitabine/paclitaxel, docetaxel/prednisone, capecitabine/docetaxel, paclitaxel/trastuzumab, cyclophosphamide/prednisone/vincristine, docetaxel/hydrocortisone, cyclophosphamide/docetaxel, gemcitabine/vinorelbine, cyclophosphamide/daunorubicin/imatinib/prednisone/vincristine, cyclophosphamide/topotecan/vincristine, docetaxel/gemcitabine, docetaxel/gemcitabine/vincristine, irinotecan/vincristine, irinotecan/temozolomide/vincristine, bevacizumab/paclitaxel, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/trastuzumab, trastuzumab/vinorelbine, gemcitabine/oxaliplatin/paclitaxel, cyclophosphamide/epirubicin/vincristine, docetaxel/irinotecan, docetaxel/5-fluorouracil/oxaliplatin, capecitabine/docetaxel/gemcitabine, L-asparaginase/prednisone/vincristine, cyclophosphamide/etoposide/prednisone/rituximab/vincristine, cyclophosphamide/vinorelbine, cyclophosphamide/mitoxantrone/prednisone/vincristine, cyclophosphamide/etoposide/prednisone/vincristine, cyclophosphamide/prednisone/rituximab/vincristine, cyclophosphamide/mitoxantrone/prednisone/rituximab/vincristine, plinabulin, docetaxel/epirubicin, docetaxel/paclitaxel, epirubicin/paclitaxel, bevacizumab/paclitaxel/topotecan, paclitaxel/topotecan, bevacizumab/docetaxel, cyclophosphamide/prednisolone/vincristine, cyclophosphamide/prednisolone/rituximab/vincristine, cyclophosphamide/epirubicin/5-fluorouracil/vinorelbine, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil, cyclophosphamide/docetaxel/trastuzumab, docetaxel, vinflunine, vinorelbine, vincristine, vinblastine, paclitaxel, podophyllotoxin, colchicine","15","tubulin, gamma 1","9.41E-5","0.631","1.99E-5","7283","false","Cytoplasm","TUBG1","4.5","10","17","","2","0","0","0.76337311","true","0","TUBG1","62884","",,"0.5","other"
"38796","2.2","0.0","1",,"0.45454545","0.0","","","","3","component of oligomeric golgi complex 2","6.86E-10","0.737","1.1E-10","22796","false","Cytoplasm","COG2","3.0","1","1","","1","0","0","0.6","true","0","COG2","0","",,"0.0","transporter"
"21082","5.93353905","1.41E-5","1",,"0.16853348","0.0","","","","15","glyceronephosphate O-acyltransferase","1.0","0.441","0.973","8443","false","Cytoplasm","GNPAT","10.5","3","1","","2","0","0","0.77574823","true","0","GNPAT","1942","",,"0.5","enzyme"
"38797","2.25","0.11250315","13","13","0.44444444","0.52380952","","","","4","component of oligomeric golgi complex 3","1.0","-0.06","1.0","83548","false","Cytoplasm","COG3","6.28571429","7","13","","7","0","0","0.82142857","true","0","COG3","200","",,"0.38392857","transporter"
"22573","7.22786613","0.0","13",,"0.13835342","0.0","","","","16","component of oligomeric golgi complex 6","1.0","0.127","1.0","57511","false","Cytoplasm","COG6","4.0","2","13","","1","0","0","0.71691518","true","0","COG6","0","",,"0.0","transporter"
"38798","2.46428571","0.0010582","13",,"0.4057971","0.9","","","","4","general transcription factor IIF, polypeptide 2, 30kDa","1.0","0.396","0.999","2963","false","Nucleus","GTF2F2","7.8","5","13","","5","0","0","0.79081633","true","0","GTF2F2","4","","1","0.6","transcription regulator"
"24041","6.28554474","0.00117316","13",,"0.1590952","0.0","","","","15","zinc finger CCCH-type containing 13","1.0","-0.177","1.0","23091","false","Extracellular Space","ZC3H13","5.25","5","13","","4","0","0","0.75974797","true","0","ZC3H13","172568","",,"0.25","other"
"38799","2.14285714","0.3872197","13",,"0.46666667","0.36111111","","","","4","nuclear fragile X mental retardation protein interacting protein 1","1.0","0.003","1.0","26747","false","Nucleus","NUFIP1","5.33333333","9","13","","9","0","0","0.83673469","true","0","NUFIP1","642","",,"0.34074074","other"
"24879","1.96428571","0.29724742","13",,"0.50909091","0.47222222","","","","4","mediator complex subunit 4","1.0","-0.027","1.0","29079","false","Nucleus","MED4","6.22222222","9","13","","9","0","0","0.8622449","true","0","MED4","472","",,"0.2962963","transcription regulator"
"23455","8.45098505","4.7472E-4","13",,"0.1183294","0.0","","","","17","GPALPP motifs containing 1","1.0","-0.171","1.0","55425","false","Other","GPALPP1","2.0","7","13","","2","0","0","0.66131886","true","0","GPALPP1","66258","",,"0.5","other"
"23052","6.08568716","0.0","7",,"0.16431998","0.0","","","","15","component of oligomeric golgi complex 5","1.0","0.44","0.966","10466","false","Cytoplasm","COG5","13.0","1","7","","1","0","0","0.7688324","true","0","COG5","0","",,"0.0","transporter"
"22161","7.94801804","0.0","7",,"0.12581753","0.0","","","","18","HMG-box transcription factor 1","1.0","-0.409","0.999","26959","false","Nucleus","HBP1","3.0","1","7","","1","0","0","0.684181","true","0","HBP1","0","",,"0.0","transcription regulator"
"22574","7.22691669","9.4922E-4","13",,"0.1383716","0.0","","","","16","ubiquitin-fold modifier 1","1.0","0.097","1.0","51569","false","Cytoplasm","UFM1","3.0","4","13","","2","0","0","0.71695833","true","0","UFM1","129580","",,"0.5","other"
"38800","2.53333333","0.13333333","16",,"0.39473684","0.0","","","","4","component of oligomeric golgi complex 8","1.0","-0.134","1.0","84342","false","Cytoplasm","COG8","3.0","2","16","","2","0","0","0.69333333","true","0","COG8","28","",,"0.5","transporter"
"21392","5.40588654","0.00261526","16",,"0.18498353","0.0","","","","15","vacuolar protein sorting 4 homolog A (S. cerevisiae)","1.0","-0.288","1.0","27183","false","Cytoplasm","VPS4A","10.4","5","16","","5","0","0","0.79973243","true","0","VPS4A","441014","",,"0.21363636","enzyme"
"38801","3.46666667","0.0","16",,"0.28846154","0.0","","","","5","peptide deformylase (mitochondrial)","1.0","0.024","1.0","64146","false","Cytoplasm","PDF","2.0","1","16","","1","0","0","0.50666667","true","0","PDF","0","",,"0.0","enzyme"
"38802","3.10526316","0.0","17","17","0.3220339","1.0","","","","5","coilin","1.0","0.352","1.0","8161","false","Nucleus","COIL","8.33333333","3","17","","3","0","0","0.69924812","true","0","COIL","0","",,"0.5952381","enzyme"
"38803","2.73684211","0.05027556","17",,"0.36538462","0.47619048","","","","5","suppressor of Ty 4 homolog 1 (S. cerevisiae)","1.0","0.245","1.0","6827","false","Nucleus","SUPT4H1","6.14285714","7","17","","7","0","0","0.7518797","true","0","SUPT4H1","394","","1","0.36134454","transcription regulator"
"38804","2.92105263","0.16799327","17",,"0.34234234","0.28571429","","","","5","mitochondrial ribosomal protein S23","9.7E-15","0.805","1.29E-15","51649","false","Cytoplasm","MRPS23","4.5","8","17","","8","0","0","0.72556391","true","0","MRPS23","1326","",,"0.30357143","other"
"23057","6.23380014","0.00354039","17","17","0.16041579","0.21794872","","","collagenase clostridium histolyticum","13","collagen, type I, alpha 1","7.31E-37","1.244","5.06E-38","1277","false","Extracellular Space","COL1A1","9.0","2","17","","13","0","0","0.76209999","true","0","COL1A1","611522","",,"0.1474359","other"
"22419","5.72038927","0.00590228","2","2","0.17481328","0.13809524","","","ocriplasmin, L19-IL2 monoclonal antibody-cytokine fusion protein","12","fibronectin 1","3.42E-73","1.741","1.14E-74","2335","false","Extracellular Space","FN1","10.85714286","1","2","","21","0","0","0.78543685","true","0","FN1","973652","",,"0.0969697","enzyme"
"23054","6.622122","7.6219E-4","2","2","0.151009","0.28571429","","","collagenase clostridium histolyticum","13","collagen, type III, alpha 1","8.01E-21","1.072","8.65E-22","1281","false","Extracellular Space","COL3A1","6.625","1","2","","8","0","0","0.744449","true","0","COL3A1","139622","",,"0.21982759","other"
"21004","5.33183005","0.01283295","13","13","0.18755286","0.09090909","","","collagenase clostridium histolyticum","15","collagen, type IV, alpha 1","1.0","0.168","1.0","1282","false","Extracellular Space","COL4A1","13.45454545","1","13","","11","0","0","0.80309863","true","0","COL4A1","2057156","",,"0.13051305","other"
"20840","6.26584382","0.00237214","13",,"0.15959542","0.1","","","collagenase clostridium histolyticum","16","collagen, type IV, alpha 2","1.0","0.061","1.0","1284","false","Extracellular Space","COL4A2","4.4","1","13","","5","0","0","0.76064346","true","0","COL4A2","343524","",,"0.22352941","other"
"38805","1.0","0.0","X","0","1.0","0.0","","","collagenase clostridium histolyticum","1","collagen, type IV, alpha 5","1.0","0.391","0.86","1287","false","Extracellular Space","COL4A5","1.0","1","X","","1","0","0","1.0","true","0","COL4A5","0","",,"0.0","other"
"38806","1.0","0.0","X","0","1.0","0.0","","","collagenase clostridium histolyticum","1","collagen, type IV, alpha 6","3.44E-22","-1.694","3.55E-23","1288","false","Extracellular Space","COL4A6","1.0","1","X","","1","0","0","1.0","true","0","COL4A6","0","",,"0.0","other"
"20812","6.7851887","5.4328E-4","2","2","0.14737984","0.5","","","collagenase clostridium histolyticum","13","collagen, type V, alpha 2","5.13E-75","1.951","1.65E-76","1290","false","Extracellular Space","COL5A2","7.75","1","2","","4","0","0","0.73703688","true","0","COL5A2","49288","",,"0.35714286","other"
"22024","5.66532162","0.0054518","5","5","0.17651249","0.17368421","","","","12","versican","5.61E-57","1.788","2.55E-58","1462","false","Extracellular Space","VCAN","10.15","1","5","","20","0","0","0.78793993","true","0","VCAN","1130520","",,"0.1046875","other"
"38807","1.0","0.0","21","21","1.0","0.0","","","collagenase clostridium histolyticum","1","collagen, type VI, alpha 1","1.0","0.028","1.0","1291","false","Extracellular Space","COL6A1","1.0","1","21","","1","0","0","1.0","true","0","COL6A1","0","",,"0.0","other"
"21506","5.96344648","1.1449E-4","21","21","0.16768827","0.33333333","","","collagenase clostridium histolyticum","13","collagen, type VI, alpha 2","1.0","-0.039","1.0","1292","false","Extracellular Space","COL6A2","12.33333333","1","21","","3","0","0","0.7743888","true","0","COL6A2","26974","",,"0.4137931","other"
"38808","1.0","0.0","3","3","1.0","0.0","","","collagenase clostridium histolyticum","1","collagen, type VII, alpha 1","3.41E-6","-0.867","6.61E-7","1294","false","Extracellular Space","COL7A1","1.0","1","3","","1","0","0","1.0","true","0","COL7A1","0","",,"0.0","other"
"38809","1.0","0.0","3",,"1.0","0.0","","","","1","urocortin 2","1.0","-0.427","0.761","90226","false","Extracellular Space","UCN2","1.0","1","3","","1","0","0","1.0","true","0","UCN2","0","",,"0.0","other"
"38810","2.79310345","0.0","15",,"0.35802469","1.0","","","","4","COMM domain containing 4","1.0","0.29","1.0","54939","false","Cytoplasm","COMMD4","6.0","2","15","","2","0","0","0.70114943","true","0","COMMD4","0","",,"0.66666667","other"
"21355","6.54687871","0.00142371","15",,"0.15274454","0.0","","","","15","ubiquitin-like 7","1.0","0.109","1.0","84993","false","Other","UBL7","3.33333333","3","15","","3","0","0","0.74786915","true","0","UBL7","172042","",,"0.33333333","other"
"38811","1.80392157","0.00115869","CHR_HSCHR8_3_CTG7",,"0.55434783","0.85714286","","","","4","tigger transposable element derived 5","1.0","0.37","1.0","84948","false","Other","TIGD5","28.0","14","8","","14","0","0","0.79901961","true","0","TIGD5","36","",,"0.58333333","other"
"38812","2.0","4.902E-5","8",,"0.5","0.96428571","","","","4","zinc finger protein 251","1.0","0.133","1.0","90987","false","Nucleus","ZNF251","33.375","8","8","","8","0","0","0.75","true","0","ZNF251","2","",,"0.75852273","other"
"24063","1.64705882","0.00249385","8",,"0.60714286","0.85964912","","","","3","glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)","1.0","0.427","0.994","2907","false","Other","GRINA","28.84210526","19","8","","19","0","0","0.83823529","true","0","GRINA","76","",,"0.57684211","ion channel"
"38813","1.96078431","0.0","8",,"0.51","1.0","","","","3","zinc finger protein 34","1.0","-0.207","1.0","80778","false","Nucleus","ZNF34","33.375","8","8","","8","0","0","0.75980392","true","0","ZNF34","0","",,"0.74166667","other"
"38814","1.71428571","0.0","13",,"0.58333333","1.0","","","","2","COMM domain containing 6","1.0","-0.502","0.481","170622","false","Other","COMMD6","5.5","2","13","","2","0","0","0.64285714","true","0","COMMD6","0","",,"0.78571429","other"
"22462","8.24685497","0.0","20",,"0.12125835","0.0","","","","17","COMM domain containing 7","1.0","0.397","1.0","149951","false","Cytoplasm","COMMD7","5.0","1","20","","1","0","0","0.6705975","true","0","COMMD7","0","",,"0.0","other"
"24773","6.5445051","1.33E-4","20",,"0.15279994","0.0","","","","16","microtubule-associated protein, RP/EB family, member 1","1.0","0.313","1.0","22919","false","Cytoplasm","MAPRE1","6.0","1","20","","2","0","0","0.74797704","true","0","MAPRE1","15264","",,"0.5","other"
"38815","6.03529412","0.0","11",,"0.16569201","0.0","","","","9","COMM domain containing 9","1.0","0.036","1.0","29099","false","Other","COMMD9","2.0","1","11","","1","0","0","0.44052288","true","0","COMMD9","0","",,"0.0","other"
"38816","5.04705882","0.02352941","11",,"0.1981352","0.0","","","","8","TNF receptor-associated factor 6, E3 ubiquitin protein ligase","1.0","-0.392","0.998","7189","false","Cytoplasm","TRAF6","3.0","2","11","","2","0","0","0.5503268","true","0","TRAF6","672","",,"0.5","enzyme"
"21465","5.25","0.0","3",,"0.19047619","0.0","","","","10","coatomer protein complex, subunit beta 2 (beta prime)","2.84E-33","0.989","2.14E-34","9276","false","Cytoplasm","COPB2","3.0","1","3","","1","0","0","0.61363636","true","0","COPB2","0","",,"0.0","transporter"
"22959","8.11061002","4.7472E-4","3",,"0.12329529","0.0","","","","16","coatomer protein complex, subunit gamma 1","5.02E-6","0.644","9.88E-7","22820","false","Cytoplasm","COPG1","1.5","3","3","","2","0","0","0.67679045","true","0","COPG1","92592","",,"0.5","transporter"
"38817","1.76923077","0.42307692","19",,"0.56521739","0.1","","","","3","KxDL motif containing 1","1.0","-0.092","1.0","79036","false","Other","KXD1","2.6","5","19","","5","0","0","0.80769231","true","0","KXD1","66","",,"0.25","other"
"38818","1.69230769","0.46794872","19",,"0.59090909","0.13333333","","","","3","MAU2 sister chromatid cohesion factor","1.0","-0.073","1.0","23383","false","Nucleus","MAU2","2.66666667","6","19","","6","0","0","0.82692308","true","0","MAU2","86","",,"0.25925926","other"
"38819","3.5","0.40524194","3",,"0.28571429","0.26666667","","","","8","mitochondrial ribosomal protein L3","1.62E-27","0.892","1.41E-28","11222","false","Cytoplasm","MRPL3","3.33333333","6","3","","6","0","0","0.77272727","true","0","MRPL3","430","",,"0.3","other"
"38820","5.1875","0.0625","3",,"0.19277108","0.0","","","","10","ribophorin I","0.823","0.519","0.267","6184","false","Cytoplasm","RPN1","2.0","2","3","","2","0","0","0.61931818","true","0","RPN1","62","",,"0.5","enzyme"
"22307","5.75","0.0","17",,"0.17391304","1.0","","","","9","coordinator of PRMT5, differentiation stimulator","1.0","-0.046","1.0","55352","false","Nucleus","COPRS","4.5","2","17","","2","0","0","0.525","true","0","COPRS","0","",,"0.75","other"
"38821","5.70454545","0.01568006","17",,"0.1752988","0.5","","","","9","UTP6, small subunit (SSU) processome component, homolog (yeast)","1.0","0.152","1.0","55813","false","Nucleus","UTP6","3.5","4","17","","4","0","0","0.52954545","true","0","UTP6","342","",,"0.58333333","other"
